A.02. Código del centro educativo según último acuerdo de acreditación:,TOTAL HOMICIDIOS DEPARTAMENTALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION DEPARTAMENTAL,TOTAL HOMICIDIOS MUNICIPALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION MUNICIPAL
10946,80,0.0004,6,0.0006
10947,80,0.0004,6,0.0006
10948,80,0.0004,6,0.0006
10949,80,0.0004,6,0.0006
10950,80,0.0004,6,0.0006
10951,80,0.0004,6,0.0006
10952,80,0.0004,0,0.0000
10953,80,0.0004,0,0.0000
10954,80,0.0004,0,0.0000
10955,80,0.0004,0,0.0000
10957,80,0.0004,0,0.0000
10958,80,0.0004,0,0.0000
10959,80,0.0004,0,0.0000
10960,80,0.0004,0,0.0000
10961,80,0.0004,0,0.0000
10962,80,0.0004,0,0.0000
10963,80,0.0004,0,0.0000
10964,80,0.0004,0,0.0000
10965,80,0.0004,0,0.0000
10966,80,0.0004,0,0.0000
10968,80,0.0004,2,0.0004
10969,80,0.0004,2,0.0004
10970,80,0.0004,2,0.0004
10971,80,0.0004,2,0.0004
10972,80,0.0004,2,0.0004
10973,80,0.0004,3,0.0004
10974,80,0.0004,3,0.0004
10975,80,0.0004,3,0.0004
10976,80,0.0004,3,0.0004
10977,80,0.0004,3,0.0004
10978,80,0.0004,3,0.0004
10979,80,0.0004,3,0.0004
10980,80,0.0004,4,0.0003
10981,80,0.0004,4,0.0003
10982,80,0.0004,4,0.0003
10983,80,0.0004,4,0.0003
10984,80,0.0004,4,0.0003
10986,80,0.0004,4,0.0003
10988,80,0.0004,4,0.0003
10989,80,0.0004,4,0.0003
10990,80,0.0004,4,0.0003
10991,80,0.0004,4,0.0003
10993,80,0.0004,4,0.0003
10994,80,0.0004,4,0.0003
10995,80,0.0004,4,0.0003
10996,80,0.0004,4,0.0003
10997,80,0.0004,4,0.0003
10998,80,0.0004,4,0.0003
10999,404,0.0005,9,0.0002
11000,404,0.0005,9,0.0002
11001,404,0.0005,9,0.0002
11002,404,0.0005,38,0.0005
11003,404,0.0005,38,0.0005
11004,404,0.0005,38,0.0005
11005,404,0.0005,38,0.0005
11006,404,0.0005,38,0.0005
11008,404,0.0005,38,0.0005
11009,404,0.0005,38,0.0005
11010,404,0.0005,38,0.0005
11011,404,0.0005,38,0.0005
11012,404,0.0005,38,0.0005
11013,404,0.0005,38,0.0005
11015,404,0.0005,38,0.0005
11018,404,0.0005,38,0.0005
11019,404,0.0005,38,0.0005
11020,404,0.0005,38,0.0005
11021,404,0.0005,51,0.0004
11023,404,0.0005,51,0.0004
11024,404,0.0005,51,0.0004
11027,404,0.0005,51,0.0004
11028,404,0.0005,51,0.0004
11029,404,0.0005,51,0.0004
11030,404,0.0005,51,0.0004
11031,404,0.0005,51,0.0004
11032,404,0.0005,51,0.0004
11033,404,0.0005,51,0.0004
11034,404,0.0005,51,0.0004
11035,404,0.0005,51,0.0004
11036,404,0.0005,51,0.0004
11037,404,0.0005,51,0.0004
11038,404,0.0005,51,0.0004
11039,404,0.0005,51,0.0004
11040,404,0.0005,51,0.0004
11045,404,0.0005,12,0.0009
11048,404,0.0005,12,0.0009
11051,404,0.0005,12,0.0009
11052,404,0.0005,12,0.0009
11053,404,0.0005,12,0.0009
11054,404,0.0005,12,0.0009
11058,404,0.0005,9,0.0015
11059,404,0.0005,5,0.0004
11061,404,0.0005,5,0.0004
11062,404,0.0005,23,0.0013
11063,404,0.0005,23,0.0013
11069,404,0.0005,23,0.0013
11071,404,0.0005,2,0.0002
11072,404,0.0005,2,0.0002
11073,404,0.0005,2,0.0002
11077,404,0.0005,2,0.0002
11078,404,0.0005,2,0.0002
11079,404,0.0005,9,0.0015
11081,404,0.0005,9,0.0015
11082,404,0.0005,9,0.0015
11085,404,0.0005,38,0.0009
11086,404,0.0005,38,0.0009
11089,404,0.0005,38,0.0009
11091,404,0.0005,38,0.0009
11092,404,0.0005,38,0.0009
11095,404,0.0005,38,0.0009
11096,404,0.0005,38,0.0009
11097,404,0.0005,38,0.0009
11099,404,0.0005,38,0.0009
11100,404,0.0005,38,0.0009
11101,404,0.0005,38,0.0009
11102,404,0.0005,38,0.0009
11103,404,0.0005,38,0.0009
11104,404,0.0005,38,0.0009
11105,404,0.0005,38,0.0009
11106,404,0.0005,38,0.0009
11107,404,0.0005,38,0.0009
11108,404,0.0005,38,0.0009
11109,404,0.0005,38,0.0009
11110,404,0.0005,4,0.0005
11111,404,0.0005,4,0.0005
11112,404,0.0005,31,0.0002
11113,404,0.0005,31,0.0002
11114,404,0.0005,31,0.0002
11117,404,0.0005,31,0.0002
11120,404,0.0005,31,0.0002
11121,404,0.0005,31,0.0002
11122,404,0.0005,31,0.0002
11123,404,0.0005,31,0.0002
11124,404,0.0005,31,0.0002
11128,404,0.0005,31,0.0002
11129,404,0.0005,31,0.0002
11130,404,0.0005,31,0.0002
11131,404,0.0005,31,0.0002
11132,404,0.0005,31,0.0002
11133,404,0.0005,31,0.0002
11134,404,0.0005,31,0.0002
11135,404,0.0005,31,0.0002
11138,404,0.0005,31,0.0002
11140,404,0.0005,31,0.0002
11141,404,0.0005,31,0.0002
11143,404,0.0005,31,0.0002
11145,404,0.0005,38,0.0007
11146,404,0.0005,38,0.0007
11147,404,0.0005,38,0.0007
11148,404,0.0005,2,0.0003
11149,404,0.0005,38,0.0007
11150,404,0.0005,38,0.0007
11153,404,0.0005,38,0.0007
11154,210,0.0006,6,0.0004
11155,404,0.0005,38,0.0007
11159,404,0.0005,38,0.0007
11163,404,0.0005,38,0.0007
11164,404,0.0005,38,0.0007
11165,404,0.0005,38,0.0007
11166,404,0.0005,38,0.0007
11170,404,0.0005,38,0.0007
11171,404,0.0005,38,0.0007
11172,404,0.0005,38,0.0007
11173,404,0.0005,38,0.0007
11174,404,0.0005,38,0.0007
11175,404,0.0005,38,0.0007
11176,404,0.0005,38,0.0007
11177,404,0.0005,9,0.0006
11178,404,0.0005,9,0.0006
11179,404,0.0005,9,0.0006
11180,404,0.0005,9,0.0006
11181,404,0.0005,9,0.0006
11182,404,0.0005,13,0.0007
11183,404,0.0005,13,0.0007
11184,404,0.0005,13,0.0007
11186,404,0.0005,13,0.0007
11187,404,0.0005,13,0.0007
11188,404,0.0005,39,0.0004
11190,404,0.0005,39,0.0004
11201,404,0.0005,39,0.0004
11204,404,0.0005,39,0.0004
11207,404,0.0005,39,0.0004
11209,404,0.0005,39,0.0004
11212,404,0.0005,39,0.0004
11213,404,0.0005,39,0.0004
11214,404,0.0005,39,0.0004
11215,404,0.0005,39,0.0004
11216,404,0.0005,39,0.0004
11217,404,0.0005,39,0.0004
11218,404,0.0005,39,0.0004
11220,404,0.0005,39,0.0004
11221,404,0.0005,39,0.0004
11222,404,0.0005,39,0.0004
11223,404,0.0005,39,0.0004
11224,404,0.0005,39,0.0004
11225,404,0.0005,39,0.0004
11226,404,0.0005,39,0.0004
11227,404,0.0005,39,0.0004
11228,404,0.0005,39,0.0004
11229,404,0.0005,39,0.0004
11230,404,0.0005,39,0.0004
11231,404,0.0005,39,0.0004
11232,404,0.0005,39,0.0004
11233,404,0.0005,39,0.0004
11234,404,0.0005,39,0.0004
11236,404,0.0005,39,0.0004
11238,404,0.0005,39,0.0004
11239,404,0.0005,39,0.0004
11240,404,0.0005,39,0.0004
11241,404,0.0005,39,0.0004
11243,404,0.0005,2,0.0003
11244,404,0.0005,2,0.0003
11247,404,0.0005,2,0.0003
11249,404,0.0005,2,0.0003
11254,404,0.0005,11,0.0005
11256,404,0.0005,11,0.0005
11257,404,0.0005,11,0.0005
11259,404,0.0005,11,0.0005
11260,404,0.0005,11,0.0005
11262,404,0.0005,5,0.0003
11263,404,0.0005,5,0.0003
11265,404,0.0005,5,0.0003
11267,404,0.0005,5,0.0003
11270,404,0.0005,14,0.0015
11272,404,0.0005,14,0.0015
11274,404,0.0005,14,0.0015
11276,404,0.0005,14,0.0015
11277,404,0.0005,17,0.0012
11279,404,0.0005,17,0.0012
11280,404,0.0005,17,0.0012
11283,404,0.0005,17,0.0012
11284,404,0.0005,17,0.0012
11288,404,0.0005,17,0.0012
11291,404,0.0005,13,0.0008
11292,404,0.0005,13,0.0008
11297,404,0.0005,13,0.0008
11298,404,0.0005,21,0.0007
11299,404,0.0005,21,0.0007
11300,404,0.0005,21,0.0007
11301,404,0.0005,21,0.0007
11302,404,0.0005,21,0.0007
11303,404,0.0005,21,0.0007
11306,982,0.0006,12,0.0005
11307,982,0.0006,12,0.0005
11308,982,0.0006,12,0.0005
11309,982,0.0006,12,0.0005
11310,982,0.0006,12,0.0005
11312,982,0.0006,12,0.0005
11313,982,0.0006,12,0.0005
11314,982,0.0006,12,0.0005
11317,982,0.0006,92,0.0005
11318,982,0.0006,92,0.0005
11319,982,0.0006,92,0.0005
11321,982,0.0006,92,0.0005
11322,982,0.0006,92,0.0005
11323,982,0.0006,92,0.0005
11324,982,0.0006,92,0.0005
11325,982,0.0006,92,0.0005
11327,982,0.0006,92,0.0005
11328,982,0.0006,92,0.0005
11329,982,0.0006,92,0.0005
11330,982,0.0006,92,0.0005
11331,982,0.0006,92,0.0005
11332,982,0.0006,92,0.0005
11333,982,0.0006,92,0.0005
11334,982,0.0006,92,0.0005
11336,982,0.0006,92,0.0005
11337,982,0.0006,92,0.0005
11338,982,0.0006,92,0.0005
11339,982,0.0006,92,0.0005
11340,982,0.0006,92,0.0005
11341,982,0.0006,92,0.0005
11342,982,0.0006,92,0.0005
11343,982,0.0006,92,0.0005
11344,982,0.0006,92,0.0005
11345,982,0.0006,92,0.0005
11346,982,0.0006,92,0.0005
11348,982,0.0006,92,0.0005
11349,982,0.0006,92,0.0005
11350,982,0.0006,92,0.0005
11351,982,0.0006,92,0.0005
11353,982,0.0006,34,0.0007
11354,982,0.0006,34,0.0007
11355,982,0.0006,34,0.0007
11356,982,0.0006,34,0.0007
11357,982,0.0006,34,0.0007
11358,982,0.0006,34,0.0007
11359,982,0.0006,34,0.0007
11360,982,0.0006,34,0.0007
11363,982,0.0006,35,0.0004
11364,982,0.0006,35,0.0004
11365,982,0.0006,35,0.0004
11366,982,0.0006,35,0.0004
11367,982,0.0006,35,0.0004
11368,982,0.0006,35,0.0004
11369,982,0.0006,35,0.0004
11370,982,0.0006,35,0.0004
11372,982,0.0006,13,0.0009
11374,982,0.0006,13,0.0009
11375,982,0.0006,13,0.0009
11376,982,0.0006,13,0.0009
11377,982,0.0006,13,0.0009
11378,982,0.0006,13,0.0009
11379,982,0.0006,13,0.0009
11380,982,0.0006,31,0.0012
11381,982,0.0006,31,0.0012
11382,982,0.0006,31,0.0012
11383,982,0.0006,31,0.0012
11384,982,0.0006,31,0.0012
11385,982,0.0006,31,0.0012
11386,982,0.0006,31,0.0012
11388,982,0.0006,31,0.0012
11389,982,0.0006,68,0.0005
11390,982,0.0006,68,0.0005
11392,982,0.0006,68,0.0005
11393,982,0.0006,68,0.0005
11394,982,0.0006,68,0.0005
11395,982,0.0006,68,0.0005
11396,982,0.0006,68,0.0005
11398,982,0.0006,68,0.0005
11399,982,0.0006,68,0.0005
11400,982,0.0006,68,0.0005
11402,982,0.0006,68,0.0005
11405,982,0.0006,68,0.0005
11406,982,0.0006,68,0.0005
11407,982,0.0006,68,0.0005
11409,982,0.0006,68,0.0005
11410,982,0.0006,68,0.0005
11411,982,0.0006,68,0.0005
11412,982,0.0006,108,0.0008
11413,982,0.0006,108,0.0008
11414,982,0.0006,108,0.0008
11416,982,0.0006,108,0.0008
11420,982,0.0006,108,0.0008
11422,982,0.0006,108,0.0008
11425,982,0.0006,108,0.0008
11426,982,0.0006,108,0.0008
11427,982,0.0006,108,0.0008
11428,982,0.0006,108,0.0008
11429,982,0.0006,108,0.0008
11430,982,0.0006,108,0.0008
11431,982,0.0006,108,0.0008
11432,982,0.0006,108,0.0008
11433,982,0.0006,108,0.0008
11434,982,0.0006,108,0.0008
11435,982,0.0006,108,0.0008
11436,982,0.0006,108,0.0008
11437,982,0.0006,108,0.0008
11438,982,0.0006,108,0.0008
11439,982,0.0006,108,0.0008
11440,982,0.0006,23,0.0007
11441,982,0.0006,23,0.0007
11443,982,0.0006,23,0.0007
11449,982,0.0006,23,0.0007
11450,982,0.0006,23,0.0007
11451,982,0.0006,23,0.0007
11452,982,0.0006,23,0.0007
11453,982,0.0006,23,0.0007
11457,982,0.0006,40,0.0009
11464,982,0.0006,40,0.0009
11468,982,0.0006,40,0.0009
11469,982,0.0006,40,0.0009
11471,982,0.0006,9,0.0006
11472,982,0.0006,9,0.0006
11474,982,0.0006,9,0.0006
11475,982,0.0006,9,0.0006
11477,982,0.0006,9,0.0006
11478,982,0.0006,25,0.0004
11479,982,0.0006,25,0.0004
11481,982,0.0006,25,0.0004
11482,982,0.0006,25,0.0004
11483,982,0.0006,25,0.0004
11484,982,0.0006,25,0.0004
11485,982,0.0006,25,0.0004
11486,982,0.0006,25,0.0004
11488,982,0.0006,25,0.0004
11489,982,0.0006,25,0.0004
11491,982,0.0006,25,0.0004
11492,982,0.0006,25,0.0004
11493,982,0.0006,25,0.0004
11494,982,0.0006,25,0.0004
11495,982,0.0006,40,0.0009
11496,982,0.0006,25,0.0004
11498,982,0.0006,54,0.0005
11499,982,0.0006,54,0.0005
11500,982,0.0006,54,0.0005
11501,982,0.0006,54,0.0005
11502,982,0.0006,54,0.0005
11503,982,0.0006,54,0.0005
11505,982,0.0006,54,0.0005
11506,982,0.0006,54,0.0005
11507,982,0.0006,54,0.0005
11508,982,0.0006,54,0.0005
11509,982,0.0006,54,0.0005
11510,982,0.0006,54,0.0005
11511,982,0.0006,54,0.0005
11512,982,0.0006,54,0.0005
11514,982,0.0006,54,0.0005
11515,982,0.0006,54,0.0005
11516,982,0.0006,54,0.0005
11517,982,0.0006,54,0.0005
11518,982,0.0006,54,0.0005
11522,982,0.0006,220,0.0009
11523,982,0.0006,220,0.0009
11524,265,0.0004,68,0.0008
11526,80,0.0004,0,0.0000
11527,218,0.0006,43,0.0006
11531,982,0.0006,68,0.0005
11532,982,0.0006,220,0.0009
11533,982,0.0006,220,0.0009
11535,982,0.0006,220,0.0009
11536,982,0.0006,220,0.0009
11540,982,0.0006,220,0.0009
11541,982,0.0006,220,0.0009
11542,982,0.0006,220,0.0009
11543,982,0.0006,220,0.0009
11546,982,0.0006,220,0.0009
11547,982,0.0006,220,0.0009
11548,982,0.0006,220,0.0009
11549,982,0.0006,220,0.0009
11550,982,0.0006,220,0.0009
11552,982,0.0006,220,0.0009
11554,982,0.0006,220,0.0009
11556,982,0.0006,220,0.0009
11557,982,0.0006,220,0.0009
11558,982,0.0006,220,0.0009
11559,982,0.0006,220,0.0009
11561,982,0.0006,220,0.0009
11562,982,0.0006,220,0.0009
11563,982,0.0006,220,0.0009
11570,982,0.0006,220,0.0009
11571,982,0.0006,220,0.0009
11572,982,0.0006,220,0.0009
11574,982,0.0006,220,0.0009
11575,982,0.0006,220,0.0009
11576,982,0.0006,220,0.0009
11580,982,0.0006,97,0.0003
11581,982,0.0006,220,0.0009
11583,982,0.0006,220,0.0009
11584,982,0.0006,220,0.0009
11585,982,0.0006,220,0.0009
11587,982,0.0006,220,0.0009
11589,982,0.0006,220,0.0009
11590,982,0.0006,220,0.0009
11591,982,0.0006,220,0.0009
11592,982,0.0006,220,0.0009
11593,982,0.0006,220,0.0009
11594,982,0.0006,220,0.0009
11595,982,0.0006,220,0.0009
11596,982,0.0006,220,0.0009
11597,982,0.0006,220,0.0009
11598,982,0.0006,220,0.0009
11599,982,0.0006,220,0.0009
11600,982,0.0006,220,0.0009
11601,982,0.0006,220,0.0009
11602,982,0.0006,220,0.0009
11603,982,0.0006,220,0.0009
11604,982,0.0006,220,0.0009
11605,982,0.0006,220,0.0009
11607,982,0.0006,220,0.0009
11608,982,0.0006,220,0.0009
11610,982,0.0006,220,0.0009
11611,982,0.0006,220,0.0009
11612,982,0.0006,220,0.0009
11615,982,0.0006,220,0.0009
11617,982,0.0006,220,0.0009
11618,982,0.0006,220,0.0009
11619,982,0.0006,220,0.0009
11620,982,0.0006,220,0.0009
11621,982,0.0006,220,0.0009
11622,982,0.0006,220,0.0009
11623,982,0.0006,220,0.0009
11624,982,0.0006,220,0.0009
11625,982,0.0006,69,0.0005
11626,982,0.0006,220,0.0009
11627,982,0.0006,220,0.0009
11628,982,0.0006,220,0.0009
11629,982,0.0006,220,0.0009
11630,982,0.0006,220,0.0009
11631,982,0.0006,220,0.0009
11632,982,0.0006,220,0.0009
11633,982,0.0006,220,0.0009
11635,982,0.0006,220,0.0009
11639,982,0.0006,220,0.0009
11640,982,0.0006,220,0.0009
11641,982,0.0006,220,0.0009
11642,982,0.0006,220,0.0009
11643,982,0.0006,220,0.0009
11645,982,0.0006,220,0.0009
11646,982,0.0006,220,0.0009
11648,982,0.0006,220,0.0009
11649,982,0.0006,220,0.0009
11650,982,0.0006,220,0.0009
11651,982,0.0006,220,0.0009
11652,982,0.0006,220,0.0009
11654,982,0.0006,220,0.0009
11656,982,0.0006,220,0.0009
11657,982,0.0006,220,0.0009
11658,982,0.0006,220,0.0009
11661,982,0.0006,220,0.0009
11662,982,0.0006,220,0.0009
11663,982,0.0006,220,0.0009
11665,982,0.0006,220,0.0009
11666,982,0.0006,220,0.0009
11667,982,0.0006,220,0.0009
11668,982,0.0006,220,0.0009
11669,982,0.0006,220,0.0009
11670,982,0.0006,220,0.0009
11671,982,0.0006,220,0.0009
11672,982,0.0006,220,0.0009
11673,982,0.0006,220,0.0009
11674,982,0.0006,220,0.0009
11675,982,0.0006,220,0.0009
11676,982,0.0006,108,0.0008
11677,982,0.0006,220,0.0009
11678,982,0.0006,220,0.0009
11679,982,0.0006,220,0.0009
11680,982,0.0006,220,0.0009
11681,982,0.0006,220,0.0009
11682,982,0.0006,4,0.0002
11683,982,0.0006,4,0.0002
11684,982,0.0006,4,0.0002
11685,982,0.0006,4,0.0002
11687,982,0.0006,4,0.0002
11690,982,0.0006,16,0.0005
11691,982,0.0006,16,0.0005
11694,982,0.0006,16,0.0005
11695,982,0.0006,16,0.0005
11696,982,0.0006,16,0.0005
11697,982,0.0006,97,0.0003
11702,982,0.0006,97,0.0003
11703,982,0.0006,97,0.0003
11704,982,0.0006,97,0.0003
11705,982,0.0006,97,0.0003
11706,982,0.0006,97,0.0003
11707,982,0.0006,97,0.0003
11708,982,0.0006,97,0.0003
11709,982,0.0006,97,0.0003
11711,982,0.0006,97,0.0003
11712,982,0.0006,97,0.0003
11713,982,0.0006,97,0.0003
11714,982,0.0006,97,0.0003
11715,982,0.0006,97,0.0003
11716,982,0.0006,97,0.0003
11717,982,0.0006,97,0.0003
11718,982,0.0006,97,0.0003
11719,982,0.0006,97,0.0003
11720,982,0.0006,97,0.0003
11721,982,0.0006,97,0.0003
11722,982,0.0006,97,0.0003
11723,982,0.0006,97,0.0003
11724,982,0.0006,97,0.0003
11726,982,0.0006,97,0.0003
11727,982,0.0006,97,0.0003
11728,982,0.0006,97,0.0003
11729,982,0.0006,97,0.0003
11731,982,0.0006,97,0.0003
11732,982,0.0006,97,0.0003
11733,982,0.0006,97,0.0003
11734,982,0.0006,97,0.0003
11735,982,0.0006,97,0.0003
11736,982,0.0006,97,0.0003
11737,982,0.0006,97,0.0003
11738,982,0.0006,97,0.0003
11739,982,0.0006,97,0.0003
11740,982,0.0006,32,0.0002
11741,982,0.0006,32,0.0002
11742,982,0.0006,32,0.0002
11743,982,0.0006,32,0.0002
11744,982,0.0006,32,0.0002
11745,982,0.0006,32,0.0002
11746,982,0.0006,32,0.0002
11748,982,0.0006,32,0.0002
11751,982,0.0006,32,0.0002
11752,982,0.0006,32,0.0002
11753,982,0.0006,32,0.0002
11754,982,0.0006,32,0.0002
11755,982,0.0006,32,0.0002
11756,982,0.0006,32,0.0002
11758,982,0.0006,69,0.0005
11759,982,0.0006,69,0.0005
11760,982,0.0006,69,0.0005
11761,982,0.0006,69,0.0005
11763,982,0.0006,69,0.0005
11764,982,0.0006,69,0.0005
11765,982,0.0006,69,0.0005
11766,982,0.0006,69,0.0005
11767,982,0.0006,69,0.0005
11768,982,0.0006,35,0.0004
11769,982,0.0006,69,0.0005
11770,982,0.0006,69,0.0005
11771,982,0.0006,69,0.0005
11772,982,0.0006,69,0.0005
11777,982,0.0006,69,0.0005
11778,982,0.0006,69,0.0005
11779,982,0.0006,69,0.0005
11780,982,0.0006,69,0.0005
11781,982,0.0006,69,0.0005
11782,982,0.0006,69,0.0005
11784,128,0.0005,10,0.0008
11785,128,0.0005,10,0.0008
11787,128,0.0005,10,0.0008
11790,128,0.0005,18,0.0003
11792,128,0.0005,18,0.0003
11794,128,0.0005,18,0.0003
11795,128,0.0005,18,0.0003
11798,128,0.0005,18,0.0003
11799,128,0.0005,18,0.0003
11801,128,0.0005,18,0.0003
11802,128,0.0005,18,0.0003
11804,128,0.0005,18,0.0003
11805,128,0.0005,18,0.0003
11806,128,0.0005,18,0.0003
11807,128,0.0005,18,0.0003
11808,128,0.0005,18,0.0003
11809,128,0.0005,18,0.0003
11810,128,0.0005,18,0.0003
11811,128,0.0005,18,0.0003
11813,128,0.0005,18,0.0003
11815,128,0.0005,5,0.0003
11816,128,0.0005,5,0.0003
11817,128,0.0005,5,0.0003
11818,128,0.0005,1,0.0002
11819,128,0.0005,1,0.0002
11820,128,0.0005,1,0.0002
11821,128,0.0005,0,0.0000
11824,128,0.0005,0,0.0000
11825,128,0.0005,0,0.0000
11827,128,0.0005,0,0.0000
11828,128,0.0005,10,0.0010
11829,128,0.0005,10,0.0010
11830,128,0.0005,10,0.0010
11831,128,0.0005,10,0.0010
11832,128,0.0005,10,0.0010
11833,128,0.0005,10,0.0010
11834,128,0.0005,10,0.0010
11835,128,0.0005,N/A,N/A
11836,128,0.0005,N/A,N/A
11837,128,0.0005,N/A,N/A
11838,128,0.0005,N/A,N/A
11839,128,0.0005,1,0.0001
11840,128,0.0005,1,0.0001
11842,128,0.0005,1,0.0001
11845,128,0.0005,1,0.0001
11846,128,0.0005,1,0.0001
11847,128,0.0005,50,0.0009
11848,128,0.0005,50,0.0009
11849,128,0.0005,50,0.0009
11850,128,0.0005,50,0.0009
11851,128,0.0005,50,0.0009
11853,128,0.0005,50,0.0009
11854,128,0.0005,50,0.0009
11856,128,0.0005,50,0.0009
11858,128,0.0005,50,0.0009
11859,128,0.0005,50,0.0009
11860,128,0.0005,50,0.0009
11861,128,0.0005,50,0.0009
11862,128,0.0005,50,0.0009
11863,128,0.0005,50,0.0009
11864,128,0.0005,50,0.0009
11865,128,0.0005,50,0.0009
11866,128,0.0005,50,0.0009
11867,128,0.0005,50,0.0009
11868,128,0.0005,50,0.0009
11869,128,0.0005,50,0.0009
11870,128,0.0005,50,0.0009
11871,128,0.0005,10,0.0004
11872,128,0.0005,10,0.0004
11873,128,0.0005,10,0.0004
11874,128,0.0005,10,0.0004
11875,128,0.0005,10,0.0004
11876,128,0.0005,10,0.0004
11877,128,0.0005,10,0.0004
11878,128,0.0005,10,0.0004
11879,128,0.0005,2,0.0003
11880,128,0.0005,2,0.0003
11881,128,0.0005,2,0.0007
11882,128,0.0005,2,0.0007
11883,128,0.0005,2,0.0007
11884,128,0.0005,6,0.0004
11885,128,0.0005,6,0.0004
11886,128,0.0005,6,0.0004
11887,128,0.0005,6,0.0004
11888,128,0.0005,6,0.0004
11889,128,0.0005,6,0.0004
11890,128,0.0005,6,0.0004
11891,128,0.0005,10,0.0004
11893,128,0.0005,10,0.0004
11895,128,0.0005,10,0.0004
11896,128,0.0005,10,0.0004
11898,128,0.0005,10,0.0004
11900,128,0.0005,10,0.0004
11901,128,0.0005,10,0.0004
11903,128,0.0005,10,0.0004
11904,128,0.0005,10,0.0004
11905,128,0.0005,10,0.0004
11907,128,0.0005,10,0.0004
11908,128,0.0005,10,0.0004
11909,128,0.0005,3,0.0004
11910,128,0.0005,3,0.0004
11912,128,0.0005,3,0.0004
11913,128,0.0005,3,0.0004
11914,128,0.0005,3,0.0004
11915,128,0.0005,3,0.0004
11916,218,0.0006,3,0.0005
11917,218,0.0006,3,0.0005
11918,218,0.0006,3,0.0005
11919,218,0.0006,3,0.0005
11920,218,0.0006,43,0.0006
11921,218,0.0006,15,0.0007
11922,218,0.0006,15,0.0007
11923,218,0.0006,15,0.0007
11924,218,0.0006,15,0.0007
11925,218,0.0006,15,0.0007
11926,218,0.0006,15,0.0007
11927,218,0.0006,15,0.0007
11929,218,0.0006,15,0.0007
11930,218,0.0006,1,0.0004
11931,218,0.0006,1,0.0004
11932,218,0.0006,0,0.0000
11933,218,0.0006,24,0.0007
11934,218,0.0006,24,0.0007
11935,218,0.0006,24,0.0007
11936,218,0.0006,24,0.0007
11937,218,0.0006,24,0.0007
11938,218,0.0006,24,0.0007
11939,218,0.0006,24,0.0007
11940,218,0.0006,34,0.0012
11941,218,0.0006,24,0.0007
11942,218,0.0006,24,0.0007
11943,218,0.0006,24,0.0007
11944,218,0.0006,24,0.0007
11945,218,0.0006,6,0.0020
11946,218,0.0006,N/A,N/A
11947,218,0.0006,N/A,N/A
11949,218,0.0006,14,0.0005
11950,218,0.0006,N/A,N/A
11951,218,0.0006,0,0.0000
11952,218,0.0006,0,0.0000
11954,218,0.0006,0,0.0000
11955,218,0.0006,11,0.0014
11956,218,0.0006,11,0.0014
11957,218,0.0006,11,0.0014
11959,218,0.0006,11,0.0014
11960,218,0.0006,11,0.0014
11962,218,0.0006,3,0.0002
11963,218,0.0006,3,0.0002
11964,218,0.0006,3,0.0002
11965,218,0.0006,3,0.0002
11968,218,0.0006,3,0.0002
11969,218,0.0006,3,0.0002
11970,218,0.0006,3,0.0002
11971,218,0.0006,3,0.0002
11972,218,0.0006,3,0.0002
11975,218,0.0006,2,0.0002
11976,218,0.0006,2,0.0002
11977,218,0.0006,2,0.0002
11980,218,0.0006,2,0.0002
11982,218,0.0006,2,0.0002
11983,218,0.0006,1,0.0003
11984,218,0.0006,1,0.0003
11987,218,0.0006,1,0.0003
11988,218,0.0006,34,0.0012
11989,218,0.0006,34,0.0012
11991,218,0.0006,34,0.0012
11992,218,0.0006,34,0.0012
11994,218,0.0006,34,0.0012
11995,218,0.0006,34,0.0012
11997,218,0.0006,34,0.0012
11998,218,0.0006,34,0.0012
11999,218,0.0006,34,0.0012
12000,218,0.0006,0,0.0000
12001,218,0.0006,0,0.0000
12002,218,0.0006,0,0.0000
12003,218,0.0006,14,0.0005
12004,218,0.0006,14,0.0005
12006,218,0.0006,14,0.0005
12007,218,0.0006,14,0.0005
12008,218,0.0006,14,0.0005
12009,218,0.0006,14,0.0005
12010,218,0.0006,14,0.0005
12011,218,0.0006,14,0.0005
12012,218,0.0006,14,0.0005
12013,218,0.0006,14,0.0005
12015,218,0.0006,14,0.0005
12016,218,0.0006,14,0.0005
12017,218,0.0006,14,0.0005
12018,218,0.0006,14,0.0005
12019,218,0.0006,3,0.0003
12020,218,0.0006,3,0.0003
12023,218,0.0006,3,0.0003
12024,218,0.0006,3,0.0003
12026,218,0.0006,3,0.0003
12027,218,0.0006,3,0.0003
12028,218,0.0006,3,0.0003
12030,218,0.0006,5,0.0005
12031,218,0.0006,5,0.0005
12032,218,0.0006,5,0.0005
12033,218,0.0006,5,0.0005
12034,218,0.0006,5,0.0005
12035,218,0.0006,5,0.0005
12036,218,0.0006,5,0.0005
12037,218,0.0006,3,0.0005
12038,218,0.0006,3,0.0005
12039,218,0.0006,3,0.0005
12042,218,0.0006,3,0.0005
12043,218,0.0006,3,0.0005
12045,218,0.0006,3,0.0005
12047,218,0.0006,21,0.0005
12048,218,0.0006,21,0.0005
12049,218,0.0006,21,0.0005
12050,218,0.0006,21,0.0005
12051,218,0.0006,21,0.0005
12052,218,0.0006,21,0.0005
