A.02. Código del centro educativo según último acuerdo de acreditación:,TOTAL HOMICIDIOS DEPARTAMENTALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION DEPARTAMENTAL,TOTAL HOMICIDIOS MUNICIPALES,PORCENTAJE DE HOMICIDIOS A BASE DE POBLACION MUNICIPAL
20681,982,0.0006,25,0.0004
20687,982,0.0006,220,0.0009
20688,982,0.0006,220,0.0009
20693,982,0.0006,220,0.0009
20701,982,0.0006,4,0.0002
20704,982,0.0006,97,0.0003
20705,982,0.0006,97,0.0003
20706,982,0.0006,97,0.0003
20707,982,0.0006,97,0.0003
20710,982,0.0006,97,0.0003
20714,982,0.0006,97,0.0003
20717,982,0.0006,97,0.0003
20718,982,0.0006,97,0.0003
20720,982,0.0006,97,0.0003
20722,982,0.0006,97,0.0003
20724,982,0.0006,97,0.0003
20726,982,0.0006,97,0.0003
20727,982,0.0006,97,0.0003
20730,982,0.0006,97,0.0003
20731,982,0.0006,97,0.0003
20734,982,0.0006,97,0.0003
20736,982,0.0006,97,0.0003
20737,982,0.0006,97,0.0003
20739,982,0.0006,97,0.0003
20741,982,0.0006,97,0.0003
20743,982,0.0006,97,0.0003
20746,982,0.0006,97,0.0003
20747,982,0.0006,97,0.0003
20748,982,0.0006,68,0.0005
20749,982,0.0006,97,0.0003
20751,982,0.0006,97,0.0003
20752,982,0.0006,97,0.0003
20756,982,0.0006,97,0.0003
20759,982,0.0006,97,0.0003
20760,982,0.0006,97,0.0003
20766,982,0.0006,97,0.0003
20767,982,0.0006,97,0.0003
20770,982,0.0006,97,0.0003
20771,982,0.0006,97,0.0003
20772,982,0.0006,97,0.0003
20773,982,0.0006,97,0.0003
20776,982,0.0006,97,0.0003
20779,982,0.0006,97,0.0003
20780,982,0.0006,68,0.0005
20789,982,0.0006,54,0.0005
20790,982,0.0006,97,0.0003
20791,982,0.0006,97,0.0003
20792,982,0.0006,97,0.0003
20794,982,0.0006,97,0.0003
20795,982,0.0006,97,0.0003
20796,982,0.0006,97,0.0003
20799,982,0.0006,97,0.0003
20801,982,0.0006,97,0.0003
20804,982,0.0006,97,0.0003
20811,982,0.0006,69,0.0005
20812,982,0.0006,54,0.0005
20813,982,0.0006,69,0.0005
20814,982,0.0006,69,0.0005
20817,982,0.0006,97,0.0003
20820,982,0.0006,69,0.0005
20826,982,0.0006,69,0.0005
20832,982,0.0006,69,0.0005
20833,982,0.0006,92,0.0005
20834,982,0.0006,69,0.0005
20835,982,0.0006,69,0.0005
20838,128,0.0005,18,0.0003
20839,128,0.0005,18,0.0003
20840,128,0.0005,18,0.0003
20841,128,0.0005,18,0.0003
20842,128,0.0005,18,0.0003
20844,128,0.0005,18,0.0003
20845,128,0.0005,18,0.0003
20846,128,0.0005,18,0.0003
20848,128,0.0005,10,0.0010
20849,982,0.0006,54,0.0005
20851,128,0.0005,10,0.0004
20853,128,0.0005,6,0.0004
20854,218,0.0006,3,0.0005
20857,218,0.0006,24,0.0007
20858,218,0.0006,24,0.0007
20859,218,0.0006,24,0.0007
20860,218,0.0006,24,0.0007
20861,218,0.0006,34,0.0012
20865,218,0.0006,21,0.0005
20868,218,0.0006,43,0.0006
20869,218,0.0006,43,0.0006
20871,218,0.0006,43,0.0006
20872,218,0.0006,43,0.0006
20873,218,0.0006,43,0.0006
20874,218,0.0006,43,0.0006
20879,79,0.0005,24,0.0003
20880,79,0.0005,24,0.0003
20882,79,0.0005,28,0.0006
20887,83,0.0005,13,0.0002
20889,83,0.0005,13,0.0002
20890,83,0.0005,13,0.0002
20891,83,0.0005,13,0.0002
20897,210,0.0006,11,0.0005
20900,210,0.0006,10,0.0005
20901,210,0.0006,10,0.0005
20904,210,0.0006,55,0.0007
20906,210,0.0006,55,0.0007
20907,210,0.0006,55,0.0007
20908,210,0.0006,55,0.0007
20911,210,0.0006,55,0.0007
20912,210,0.0006,55,0.0007
20918,279,0.0006,30,0.0015
20920,279,0.0006,125,0.0005
20921,279,0.0006,125,0.0005
20923,279,0.0006,125,0.0005
20924,279,0.0006,125,0.0005
20925,279,0.0006,125,0.0005
20926,279,0.0006,125,0.0005
20927,279,0.0006,125,0.0005
20928,279,0.0006,125,0.0005
20930,265,0.0004,87,0.0003
20932,279,0.0006,125,0.0005
20934,279,0.0006,125,0.0005
20937,279,0.0006,125,0.0005
20942,279,0.0006,125,0.0005
20945,279,0.0006,125,0.0005
20948,279,0.0006,125,0.0005
20956,279,0.0006,125,0.0005
20958,279,0.0006,125,0.0005
20959,279,0.0006,125,0.0005
20961,279,0.0006,125,0.0005
20965,279,0.0006,125,0.0005
20966,279,0.0006,125,0.0005
20967,279,0.0006,125,0.0005
20970,94,0.0005,20,0.0014
20971,94,0.0005,0,0.0000
20973,94,0.0005,7,0.0003
20975,94,0.0005,7,0.0003
20976,94,0.0005,7,0.0003
20978,87,0.0003,7,0.0002
20979,87,0.0003,7,0.0002
20981,87,0.0003,7,0.0002
20982,87,0.0003,8,0.0005
20984,87,0.0003,6,0.0002
20987,982,0.0006,220,0.0009
20989,982,0.0006,220,0.0009
20990,982,0.0006,220,0.0009
20992,265,0.0004,87,0.0003
20994,279,0.0006,125,0.0005
20995,982,0.0006,35,0.0004
21000,210,0.0006,55,0.0007
21001,982,0.0006,97,0.0003
21007,982,0.0006,68,0.0005
21014,982,0.0006,220,0.0009
21015,982,0.0006,220,0.0009
21016,982,0.0006,220,0.0009
21017,404,0.0005,38,0.0007
21020,404,0.0005,38,0.0007
21023,982,0.0006,220,0.0009
21024,87,0.0003,7,0.0002
21026,279,0.0006,125,0.0005
21027,218,0.0006,43,0.0006
21028,982,0.0006,220,0.0009
21029,279,0.0006,125,0.0005
21030,174,0.0005,51,0.0004
21032,265,0.0004,87,0.0003
21033,982,0.0006,220,0.0009
21040,982,0.0006,220,0.0009
21042,982,0.0006,108,0.0008
21044,982,0.0006,220,0.0009
21046,263,0.0006,18,0.0003
21048,279,0.0006,125,0.0005
21055,279,0.0006,125,0.0005
21060,265,0.0004,87,0.0003
21066,982,0.0006,92,0.0005
21068,404,0.0005,31,0.0002
21070,210,0.0006,55,0.0007
21074,263,0.0006,18,0.0003
21075,982,0.0006,220,0.0009
21078,174,0.0005,7,0.0001
21079,404,0.0005,31,0.0002
21083,982,0.0006,92,0.0005
21085,265,0.0004,87,0.0003
21086,982,0.0006,220,0.0009
21088,279,0.0006,125,0.0005
21094,982,0.0006,220,0.0009
21095,982,0.0006,220,0.0009
21096,982,0.0006,220,0.0009
21097,128,0.0005,18,0.0003
21098,404,0.0005,51,0.0004
21099,279,0.0006,125,0.0005
21102,279,0.0006,125,0.0005
21105,263,0.0006,44,0.0012
21106,404,0.0005,31,0.0002
21108,982,0.0006,40,0.0009
21111,982,0.0006,220,0.0009
21116,80,0.0004,1,0.0002
21117,218,0.0006,29,0.0013
21119,404,0.0005,31,0.0002
21120,982,0.0006,220,0.0009
21126,982,0.0006,97,0.0003
21127,982,0.0006,220,0.0009
21128,265,0.0004,87,0.0003
21129,982,0.0006,32,0.0002
21130,982,0.0006,220,0.0009
21131,265,0.0004,87,0.0003
21132,982,0.0006,92,0.0005
21133,404,0.0005,9,0.0002
21135,263,0.0006,58,0.0008
21138,404,0.0005,21,0.0007
21142,404,0.0005,51,0.0004
21145,982,0.0006,220,0.0009
21146,87,0.0003,9,0.0007
21151,87,0.0003,6,0.0002
21152,263,0.0006,18,0.0003
21155,982,0.0006,97,0.0003
21157,982,0.0006,220,0.0009
21163,982,0.0006,220,0.0009
21165,128,0.0005,10,0.0004
21167,128,0.0005,50,0.0009
21169,404,0.0005,51,0.0004
21170,404,0.0005,31,0.0002
21172,982,0.0006,108,0.0008
21178,982,0.0006,108,0.0008
21179,982,0.0006,32,0.0002
21181,982,0.0006,220,0.0009
21187,982,0.0006,40,0.0009
21189,265,0.0004,87,0.0003
21191,265,0.0004,87,0.0003
21192,982,0.0006,220,0.0009
21195,404,0.0005,31,0.0002
21197,982,0.0006,220,0.0009
21198,404,0.0005,31,0.0002
21199,279,0.0006,125,0.0005
21201,404,0.0005,38,0.0007
21203,982,0.0006,35,0.0004
21205,128,0.0005,18,0.0003
21208,265,0.0004,87,0.0003
21209,982,0.0006,32,0.0002
21211,404,0.0005,51,0.0004
21216,404,0.0005,31,0.0002
21218,265,0.0004,87,0.0003
21219,404,0.0005,51,0.0004
21224,982,0.0006,220,0.0009
21228,128,0.0005,50,0.0009
21232,982,0.0006,68,0.0005
21233,279,0.0006,125,0.0005
21235,265,0.0004,87,0.0003
21236,279,0.0006,9,0.0003
21239,404,0.0005,31,0.0002
21243,982,0.0006,220,0.0009
21244,404,0.0005,51,0.0004
21245,94,0.0005,7,0.0003
21246,982,0.0006,69,0.0005
21250,263,0.0006,18,0.0003
21251,982,0.0006,97,0.0003
21253,982,0.0006,108,0.0008
21255,982,0.0006,68,0.0005
21256,982,0.0006,220,0.0009
21257,263,0.0006,32,0.0006
21258,982,0.0006,108,0.0008
21261,982,0.0006,32,0.0002
21263,982,0.0006,92,0.0005
21265,404,0.0005,4,0.0005
21266,982,0.0006,220,0.0009
21268,404,0.0005,51,0.0004
21270,404,0.0005,38,0.0005
21272,265,0.0004,12,0.0004
21273,982,0.0006,68,0.0005
21275,404,0.0005,51,0.0004
21276,80,0.0004,7,0.0005
21279,982,0.0006,92,0.0005
21281,218,0.0006,14,0.0005
21287,982,0.0006,97,0.0003
21288,279,0.0006,125,0.0005
21289,174,0.0005,51,0.0004
21290,982,0.0006,220,0.0009
21293,404,0.0005,51,0.0004
21294,174,0.0005,7,0.0001
21297,210,0.0006,55,0.0007
21298,263,0.0006,6,0.0002
21299,982,0.0006,54,0.0005
21302,263,0.0006,18,0.0003
21303,218,0.0006,34,0.0012
21304,404,0.0005,39,0.0004
21306,982,0.0006,32,0.0002
21308,982,0.0006,32,0.0002
21311,263,0.0006,32,0.0006
21320,279,0.0006,125,0.0005
21322,174,0.0005,7,0.0001
21323,404,0.0005,31,0.0002
21324,982,0.0006,69,0.0005
21332,982,0.0006,220,0.0009
21333,404,0.0005,31,0.0002
21335,982,0.0006,32,0.0002
21337,982,0.0006,92,0.0005
21338,404,0.0005,31,0.0002
21339,982,0.0006,32,0.0002
21340,404,0.0005,51,0.0004
21341,80,0.0004,7,0.0005
21342,404,0.0005,51,0.0004
21343,982,0.0006,220,0.0009
21345,404,0.0005,11,0.0005
21346,982,0.0006,220,0.0009
21347,982,0.0006,220,0.0009
21349,982,0.0006,220,0.0009
21350,218,0.0006,21,0.0005
21353,982,0.0006,68,0.0005
21354,404,0.0005,31,0.0002
21355,404,0.0005,51,0.0004
21356,982,0.0006,220,0.0009
21357,982,0.0006,220,0.0009
21358,265,0.0004,6,0.0003
21360,982,0.0006,108,0.0008
21363,263,0.0006,32,0.0016
21364,265,0.0004,13,0.0005
21365,982,0.0006,220,0.0009
21367,982,0.0006,16,0.0005
21368,404,0.0005,31,0.0002
21370,982,0.0006,92,0.0005
21371,404,0.0005,51,0.0004
21372,982,0.0006,32,0.0002
21373,982,0.0006,4,0.0002
21375,982,0.0006,220,0.0009
21378,982,0.0006,108,0.0008
21379,404,0.0005,31,0.0002
21380,982,0.0006,220,0.0009
21382,210,0.0006,15,0.0011
21384,210,0.0006,6,0.0004
21386,982,0.0006,97,0.0003
21388,263,0.0006,6,0.0002
21389,404,0.0005,31,0.0002
21391,982,0.0006,35,0.0004
21393,265,0.0004,87,0.0003
21394,982,0.0006,32,0.0002
21396,982,0.0006,68,0.0005
21399,79,0.0005,28,0.0006
21400,210,0.0006,36,0.0007
21401,263,0.0006,18,0.0003
21403,404,0.0005,51,0.0004
21405,404,0.0005,51,0.0004
21406,404,0.0005,21,0.0007
21407,404,0.0005,9,0.0002
21409,982,0.0006,32,0.0002
21410,982,0.0006,68,0.0005
21411,404,0.0005,21,0.0007
21412,982,0.0006,69,0.0005
21415,265,0.0004,24,0.0003
21416,982,0.0006,54,0.0005
21417,982,0.0006,97,0.0003
21418,210,0.0006,55,0.0007
21420,982,0.0006,54,0.0005
21425,83,0.0005,13,0.0002
21430,404,0.0005,9,0.0002
21431,263,0.0006,6,0.0002
21432,982,0.0006,108,0.0008
21436,982,0.0006,220,0.0009
21439,404,0.0005,51,0.0004
21440,279,0.0006,125,0.0005
21447,265,0.0004,87,0.0003
21448,404,0.0005,51,0.0004
21450,982,0.0006,97,0.0003
21451,404,0.0005,51,0.0004
21453,404,0.0005,51,0.0004
21454,982,0.0006,220,0.0009
21455,982,0.0006,97,0.0003
21456,94,0.0005,0,0.0000
21457,982,0.0006,32,0.0002
21459,982,0.0006,97,0.0003
21460,982,0.0006,97,0.0003
21462,404,0.0005,38,0.0005
21463,404,0.0005,51,0.0004
21464,982,0.0006,25,0.0004
21465,982,0.0006,220,0.0009
21468,982,0.0006,97,0.0003
21469,982,0.0006,54,0.0005
21470,404,0.0005,38,0.0007
21471,982,0.0006,108,0.0008
21476,404,0.0005,51,0.0004
21477,404,0.0005,39,0.0004
21478,982,0.0006,54,0.0005
21479,404,0.0005,39,0.0004
21480,982,0.0006,23,0.0007
21482,80,0.0004,7,0.0005
21483,265,0.0004,87,0.0003
21484,265,0.0004,87,0.0003
21487,404,0.0005,51,0.0004
21489,87,0.0003,3,0.0003
21490,265,0.0004,87,0.0003
21492,982,0.0006,220,0.0009
21493,982,0.0006,220,0.0009
21494,87,0.0003,16,0.0003
21495,210,0.0006,55,0.0007
21496,79,0.0005,0,0.0000
21498,218,0.0006,43,0.0006
21502,982,0.0006,97,0.0003
21503,404,0.0005,51,0.0004
21504,982,0.0006,25,0.0004
21505,404,0.0005,39,0.0004
21506,174,0.0005,5,0.0006
21507,404,0.0005,9,0.0002
21511,982,0.0006,54,0.0005
21512,404,0.0005,31,0.0002
21513,265,0.0004,68,0.0008
21516,982,0.0006,54,0.0005
21517,404,0.0005,39,0.0004
21519,128,0.0005,50,0.0009
21522,982,0.0006,16,0.0005
21523,94,0.0005,1,0.0003
21524,404,0.0005,31,0.0002
21525,265,0.0004,87,0.0003
21527,982,0.0006,220,0.0009
21528,982,0.0006,92,0.0005
21529,982,0.0006,34,0.0007
21530,279,0.0006,30,0.0015
21532,263,0.0006,12,0.0002
21533,982,0.0006,220,0.0009
21534,982,0.0006,92,0.0005
21538,982,0.0006,220,0.0009
21540,404,0.0005,5,0.0003
21545,404,0.0005,51,0.0004
21546,982,0.0006,69,0.0005
21547,404,0.0005,31,0.0002
21548,982,0.0006,92,0.0005
21549,982,0.0006,97,0.0003
21550,982,0.0006,97,0.0003
21551,982,0.0006,220,0.0009
21552,982,0.0006,220,0.0009
21553,982,0.0006,92,0.0005
21554,404,0.0005,31,0.0002
21555,404,0.0005,31,0.0002
21556,982,0.0006,220,0.0009
21557,404,0.0005,38,0.0007
21558,279,0.0006,125,0.0005
21559,982,0.0006,220,0.0009
21561,87,0.0003,7,0.0002
21563,80,0.0004,4,0.0005
21564,265,0.0004,24,0.0003
21567,982,0.0006,32,0.0002
21568,982,0.0006,108,0.0008
21569,982,0.0006,92,0.0005
21571,263,0.0006,58,0.0008
21572,982,0.0006,220,0.0009
21573,982,0.0006,108,0.0008
21574,982,0.0006,97,0.0003
21576,982,0.0006,108,0.0008
21578,279,0.0006,125,0.0005
21579,982,0.0006,220,0.0009
21580,982,0.0006,32,0.0002
21581,404,0.0005,39,0.0004
21584,174,0.0005,51,0.0004
21589,404,0.0005,39,0.0004
21590,404,0.0005,51,0.0004
21591,982,0.0006,220,0.0009
21593,404,0.0005,31,0.0002
21594,265,0.0004,13,0.0005
21596,982,0.0006,220,0.0009
21598,279,0.0006,9,0.0003
21600,404,0.0005,51,0.0004
21604,87,0.0003,16,0.0003
21605,404,0.0005,31,0.0002
21607,404,0.0005,38,0.0007
21608,982,0.0006,220,0.0009
21609,279,0.0006,125,0.0005
21610,218,0.0006,15,0.0007
21611,404,0.0005,39,0.0004
21612,279,0.0006,125,0.0005
21613,982,0.0006,220,0.0009
21614,982,0.0006,108,0.0008
21615,210,0.0006,7,0.0007
21616,265,0.0004,87,0.0003
30417,982,0.0006,108,0.0008
60001,174,0.0005,51,0.0004
60002,174,0.0005,51,0.0004
60003,174,0.0005,51,0.0004
60004,174,0.0005,51,0.0004
60005,174,0.0005,51,0.0004
60006,174,0.0005,51,0.0004
60007,174,0.0005,51,0.0004
60008,174,0.0005,51,0.0004
60009,174,0.0005,51,0.0004
60010,174,0.0005,51,0.0004
60011,174,0.0005,51,0.0004
60012,174,0.0005,51,0.0004
60013,174,0.0005,5,0.0006
60014,174,0.0005,5,0.0006
60015,174,0.0005,5,0.0006
60018,174,0.0005,5,0.0006
60020,174,0.0005,5,0.0006
60021,174,0.0005,5,0.0006
60022,265,0.0004,24,0.0003
60023,174,0.0005,36,0.0011
60024,265,0.0004,6,0.0003
60025,174,0.0005,36,0.0011
60027,174,0.0005,4,0.0003
60029,174,0.0005,4,0.0003
60030,83,0.0005,13,0.0002
60031,174,0.0005,4,0.0003
60032,174,0.0005,4,0.0003
60033,174,0.0005,4,0.0003
60034,174,0.0005,4,0.0003
60035,174,0.0005,4,0.0003
60036,174,0.0005,8,0.0004
60037,174,0.0005,8,0.0004
60038,174,0.0005,8,0.0004
60039,174,0.0005,8,0.0004
60040,174,0.0005,8,0.0004
60041,174,0.0005,8,0.0004
60042,174,0.0005,8,0.0004
60043,80,0.0004,0,0.0000
60044,174,0.0005,8,0.0004
60045,174,0.0005,8,0.0004
60047,174,0.0005,8,0.0004
60048,174,0.0005,8,0.0004
60049,174,0.0005,8,0.0004
60050,174,0.0005,8,0.0004
60051,174,0.0005,8,0.0004
60052,174,0.0005,8,0.0004
60053,174,0.0005,12,0.0004
60054,174,0.0005,12,0.0004
60055,174,0.0005,12,0.0004
60056,174,0.0005,12,0.0004
60057,174,0.0005,12,0.0004
60058,174,0.0005,12,0.0004
60059,174,0.0005,12,0.0004
60060,279,0.0006,3,0.0005
60061,174,0.0005,12,0.0004
60062,174,0.0005,7,0.0001
60063,174,0.0005,7,0.0001
60064,174,0.0005,7,0.0001
60065,174,0.0005,7,0.0001
60066,174,0.0005,7,0.0001
60067,174,0.0005,7,0.0001
60068,174,0.0005,7,0.0001
60069,174,0.0005,7,0.0001
60070,174,0.0005,7,0.0001
60072,174,0.0005,7,0.0001
60073,174,0.0005,7,0.0001
60074,174,0.0005,7,0.0001
60075,174,0.0005,7,0.0001
60076,174,0.0005,7,0.0001
60077,174,0.0005,3,0.0003
60079,174,0.0005,4,0.0005
60080,279,0.0006,3,0.0005
60081,174,0.0005,4,0.0005
60082,174,0.0005,4,0.0005
60083,174,0.0005,22,0.0007
60084,174,0.0005,22,0.0007
60085,174,0.0005,22,0.0007
60086,174,0.0005,22,0.0007
60087,174,0.0005,22,0.0007
60088,174,0.0005,22,0.0007
60089,174,0.0005,22,0.0007
60090,174,0.0005,22,0.0007
60091,174,0.0005,22,0.0007
60092,174,0.0005,22,0.0007
60093,174,0.0005,22,0.0007
60094,174,0.0005,22,0.0007
60095,174,0.0005,22,0.0007
60096,174,0.0005,22,0.0007
60097,174,0.0005,22,0.0007
60098,174,0.0005,22,0.0007
60099,174,0.0005,22,0.0007
60100,174,0.0005,22,0.0007
60102,174,0.0005,22,0.0007
60103,174,0.0005,22,0.0007
60104,174,0.0005,22,0.0007
60105,279,0.0006,9,0.0003
60106,174,0.0005,8,0.0007
60107,174,0.0005,4,0.0005
60108,174,0.0005,36,0.0011
60109,94,0.0005,4,0.0012
60110,94,0.0005,2,0.0007
60111,94,0.0005,2,0.0007
60112,94,0.0005,8,0.0007
60113,94,0.0005,8,0.0007
60114,94,0.0005,8,0.0007
60115,94,0.0005,8,0.0007
60116,404,0.0005,5,0.0003
60117,87,0.0003,3,0.0004
60118,404,0.0005,38,0.0005
60120,128,0.0005,18,0.0003
60121,404,0.0005,39,0.0004
60122,404,0.0005,38,0.0005
60123,404,0.0005,14,0.0015
60125,404,0.0005,38,0.0005
60126,404,0.0005,13,0.0008
60127,404,0.0005,39,0.0004
60128,80,0.0004,7,0.0005
60129,94,0.0005,1,0.0005
60130,265,0.0004,87,0.0003
60131,265,0.0004,87,0.0003
60132,174,0.0005,51,0.0004
60133,174,0.0005,51,0.0004
60135,174,0.0005,51,0.0004
60136,174,0.0005,8,0.0007
60137,174,0.0005,5,0.0006
60139,174,0.0005,12,0.0004
60140,174,0.0005,3,0.0003
60141,80,0.0004,6,0.0006
60142,80,0.0004,0,0.0000
60143,80,0.0004,7,0.0005
60144,982,0.0006,32,0.0002
60145,218,0.0006,29,0.0013
60146,218,0.0006,29,0.0013
60147,218,0.0006,43,0.0006
60148,218,0.0006,3,0.0002
60149,218,0.0006,3,0.0002
60150,83,0.0005,13,0.0002
60151,83,0.0005,1,0.0002
60152,83,0.0005,6,0.0010
60153,80,0.0004,0,0.0000
60154,404,0.0005,39,0.0004
60155,404,0.0005,39,0.0004
60157,404,0.0005,17,0.0012
60158,94,0.0005,1,0.0002
60159,263,0.0006,44,0.0012
60160,263,0.0006,44,0.0012
60161,263,0.0006,4,0.0004
60162,263,0.0006,4,0.0004
60163,263,0.0006,18,0.0003
60164,263,0.0006,18,0.0003
60165,263,0.0006,8,0.0008
60166,263,0.0006,58,0.0008
60167,79,0.0005,24,0.0003
60168,79,0.0005,0,0.0000
60169,79,0.0005,28,0.0006
60170,79,0.0005,6,0.0005
60171,80,0.0004,4,0.0005
60173,80,0.0004,4,0.0003
60174,128,0.0005,10,0.0004
60175,982,0.0006,13,0.0009
60176,210,0.0006,7,0.0007
60177,210,0.0006,55,0.0007
60178,210,0.0006,55,0.0007
60179,210,0.0006,10,0.0005
60180,210,0.0006,10,0.0008
60181,210,0.0006,11,0.0005
60182,210,0.0006,8,0.0006
60183,210,0.0006,0,0.0000
60184,210,0.0006,0,0.0000
60185,982,0.0006,69,0.0005
60186,128,0.0005,10,0.0004
60187,210,0.0006,10,0.0008
60188,210,0.0006,8,0.0004
60189,94,0.0005,8,0.0007
60190,94,0.0005,20,0.0014
60191,265,0.0004,24,0.0003
60192,265,0.0004,24,0.0003
60193,265,0.0004,24,0.0003
60194,265,0.0004,87,0.0003
60195,265,0.0004,87,0.0003
60196,265,0.0004,68,0.0008
60197,265,0.0004,68,0.0008
60198,265,0.0004,6,0.0006
60199,87,0.0003,16,0.0003
60200,87,0.0003,16,0.0009
60201,87,0.0003,1,0.0001
60202,87,0.0003,3,0.0003
60203,87,0.0003,1,0.0001
60204,87,0.0003,4,0.0004
60205,87,0.0003,0,0.0000
60206,87,0.0003,16,0.0009
60207,174,0.0005,51,0.0004
60208,174,0.0005,14,0.0013
60209,174,0.0005,7,0.0001
60210,210,0.0006,2,0.0001
60211,128,0.0005,10,0.0004
60212,982,0.0006,31,0.0012
60213,79,0.0005,6,0.0005
60214,128,0.0005,10,0.0004
60215,404,0.0005,39,0.0004
60216,279,0.0006,125,0.0005
60217,279,0.0006,125,0.0005
60218,279,0.0006,9,0.0003
60219,279,0.0006,3,0.0005
60220,87,0.0003,7,0.0002
60221,87,0.0003,16,0.0009
60222,263,0.0006,32,0.0006
60223,80,0.0004,3,0.0007
60224,80,0.0004,7,0.0005
60225,80,0.0004,1,0.0002
60226,80,0.0004,15,0.0005
60227,79,0.0005,28,0.0006
60228,94,0.0005,2,0.0002
60229,94,0.0005,7,0.0003
60230,218,0.0006,34,0.0012
60231,404,0.0005,2,0.0003
60232,79,0.0005,28,0.0006
60233,404,0.0005,21,0.0007
60235,128,0.0005,0,0.0000
60236,404,0.0005,9,0.0006
60237,404,0.0005,12,0.0009
60238,128,0.0005,18,0.0003
60239,80,0.0004,0,0.0000
60240,87,0.0003,16,0.0009
60241,87,0.0003,16,0.0003
60242,87,0.0003,1,0.0001
60243,87,0.0003,16,0.0003
60244,87,0.0003,16,0.0003
60245,87,0.0003,6,0.0002
60246,87,0.0003,0,0.0000
60247,982,0.0006,32,0.0002
60248,265,0.0004,68,0.0008
60249,174,0.0005,22,0.0007
60250,982,0.0006,32,0.0002
60251,210,0.0006,1,0.0002
60252,210,0.0006,36,0.0007
60253,210,0.0006,36,0.0007
60254,210,0.0006,1,0.0002
60255,404,0.0005,38,0.0007
60256,404,0.0005,2,0.0003
60257,79,0.0005,2,0.0003
60258,128,0.0005,N/A,N/A
60259,174,0.0005,12,0.0004
60260,174,0.0005,7,0.0001
60261,174,0.0005,22,0.0007
60262,174,0.0005,7,0.0001
60263,174,0.0005,22,0.0007
60265,83,0.0005,13,0.0002
60266,174,0.0005,12,0.0004
60267,404,0.0005,38,0.0007
60268,174,0.0005,51,0.0004
60269,79,0.0005,28,0.0006
60271,210,0.0006,36,0.0007
60273,218,0.0006,29,0.0013
60274,218,0.0006,14,0.0005
60275,218,0.0006,29,0.0013
60276,218,0.0006,43,0.0006
60277,210,0.0006,10,0.0008
60278,210,0.0006,0,0.0000
60279,982,0.0006,92,0.0005
60280,263,0.0006,44,0.0012
60281,263,0.0006,10,0.0004
60282,263,0.0006,32,0.0016
60283,263,0.0006,18,0.0003
60284,982,0.0006,92,0.0005
60285,263,0.0006,58,0.0008
60286,263,0.0006,3,0.0003
60287,263,0.0006,32,0.0006
60288,265,0.0004,87,0.0003
60289,265,0.0004,24,0.0003
60290,265,0.0004,87,0.0003
60292,265,0.0004,87,0.0003
60294,210,0.0006,8,0.0004
60295,982,0.0006,97,0.0003
60296,263,0.0006,12,0.0002
60297,94,0.0005,20,0.0014
60298,94,0.0005,7,0.0003
60299,94,0.0005,3,0.0003
60300,94,0.0005,14,0.0012
60301,263,0.0006,10,0.0004
60302,279,0.0006,9,0.0003
60303,94,0.0005,0,0.0000
60304,128,0.0005,10,0.0004
60305,210,0.0006,36,0.0007
60306,982,0.0006,13,0.0009
60307,263,0.0006,12,0.0002
60308,210,0.0006,7,0.0005
60309,210,0.0006,55,0.0007
60310,265,0.0004,87,0.0003
60311,982,0.0006,68,0.0005
60313,404,0.0005,5,0.0004
60314,128,0.0005,50,0.0009
60315,263,0.0006,3,0.0005
60316,94,0.0005,4,0.0012
60317,265,0.0004,24,0.0003
60318,128,0.0005,10,0.0010
60319,80,0.0004,15,0.0005
60320,94,0.0005,4,0.0012
60321,982,0.0006,220,0.0009
60322,279,0.0006,125,0.0005
60323,94,0.0005,14,0.0012
60324,79,0.0005,2,0.0003
60326,128,0.0005,1,0.0001
60327,263,0.0006,12,0.0002
60328,128,0.0005,10,0.0010
60329,79,0.0005,0,0.0000
60330,218,0.0006,6,0.0020
60331,80,0.0004,0,0.0000
60333,265,0.0004,87,0.0003
60335,87,0.0003,3,0.0004
60336,218,0.0006,N/A,N/A
60338,404,0.0005,12,0.0009
60339,174,0.0005,51,0.0004
60340,94,0.0005,8,0.0005
60341,94,0.0005,0,0.0000
60342,94,0.0005,0,0.0000
60343,94,0.0005,20,0.0014
60344,80,0.0004,15,0.0005
60345,218,0.0006,29,0.0013
60346,174,0.0005,22,0.0007
62001,265,0.0004,11,0.0004
62002,265,0.0004,11,0.0004
62003,265,0.0004,33,0.0008
62004,265,0.0004,33,0.0008
62005,265,0.0004,33,0.0008
62006,265,0.0004,33,0.0008
62007,265,0.0004,33,0.0008
62009,265,0.0004,68,0.0008
62011,265,0.0004,68,0.0008
62012,265,0.0004,68,0.0008
62013,265,0.0004,68,0.0008
62014,265,0.0004,68,0.0008
62015,265,0.0004,12,0.0004
62016,265,0.0004,12,0.0004
62017,265,0.0004,6,0.0006
62018,265,0.0004,0,0.0000
62019,265,0.0004,0,0.0000
62020,265,0.0004,0,0.0000
62021,265,0.0004,0,0.0000
62022,265,0.0004,0,0.0000
62023,265,0.0004,0,0.0000
62024,265,0.0004,0,0.0000
62025,265,0.0004,0,0.0000
62026,265,0.0004,0,0.0000
62027,265,0.0004,0,0.0000
62028,265,0.0004,0,0.0000
62029,265,0.0004,0,0.0000
